time,program
0.20147704300006808,A0
0.20300925600008668,A1
0.2045812169999408,(ite (>= var2 var0) A1 A1)
0.20632468999974662,(ite (>= var2 var0) A1 A0)
0.20950902399977167,(ite (>= var2 var0) A0 A1)
0.2112032279999312,(ite (>= var2 var0) A0 A0)
0.21287439999969138,(ite (>= var2 var2) A1 A1)
0.2146109139996497,(ite (>= var2 var2) A1 A0)
0.2163753409997753,(ite (>= var2 var2) A0 A1)
0.21805016199959937,(ite (>= var2 var2) A0 A0)
0.2197664289997192,(ite (>= var2 var1) A1 A1)
0.22148848699976043,(ite (>= var2 var1) A1 A0)
0.23124368199978562,(ite (>= var2 var1) A0 A1)
0.23292302299955736,(ite (>= var2 var1) A0 A0)
0.234645371999477,(ite (>= var2 var3) A1 A1)
0.2363688879993333,(ite (>= var2 var3) A1 A0)
0.23816219299919794,(ite (>= var2 var3) A0 A1)
0.24312861599923963,(ite (>= var2 var3) A0 A0)
0.24480307599924345,(ite (>= var0 var0) A1 A1)
0.2465646339990144,(ite (>= var0 var0) A1 A0)
0.24829948299930038,(ite (>= var0 var0) A0 A1)
0.25000991599927147,(ite (>= var0 var0) A0 A0)
0.2516765509992638,(ite (>= var0 var2) A1 A1)
0.25340603399922657,(ite (>= var0 var2) A1 A0)
0.255118492999145,(ite (>= var0 var2) A0 A1)
0.25830271599920707,(ite (>= var0 var2) A0 A0)
0.2599816299991744,(ite (>= var0 var1) A1 A1)
0.26174068999921474,(ite (>= var0 var1) A1 A0)
0.26431737599932603,(ite (>= var0 var1) A0 A1)
0.26608070499923997,(ite (>= var0 var1) A0 A0)
0.26775713099914356,(ite (>= var0 var3) A1 A1)
0.26951349899923116,(ite (>= var0 var3) A1 A0)
0.27117372499924386,(ite (>= var0 var3) A0 A1)
0.2893644659993697,(ite (>= var0 var3) A0 A0)
0.2910439149995909,(ite (>= var1 var0) A1 A1)
0.2927979919995778,(ite (>= var1 var0) A1 A0)
0.2945188809994761,(ite (>= var1 var0) A0 A1)
0.29713727199964524,(ite (>= var1 var0) A0 A0)
0.29880702099944756,(ite (>= var1 var2) A1 A1)
0.3005728829991767,(ite (>= var1 var2) A1 A0)
0.3022364099992956,(ite (>= var1 var2) A0 A1)
0.31196483699932287,(ite (>= var1 var2) A0 A0)
0.3136616209994827,(ite (>= var1 var1) A1 A1)
0.31539567299955706,(ite (>= var1 var1) A1 A0)
0.3172138809995886,(ite (>= var1 var1) A0 A1)
0.31888204099959694,(ite (>= var1 var1) A0 A0)
0.3206038219996117,(ite (>= var1 var3) A1 A1)
0.32232691699960014,(ite (>= var1 var3) A1 A0)
0.3240812119995553,(ite (>= var1 var3) A0 A1)
0.32913178799958587,(ite (>= var1 var3) A0 A0)
0.3308198449997235,(ite (>= var3 var0) A1 A1)
0.3325464299998657,(ite (>= var3 var0) A1 A0)
0.35067315199989935,(ite (>= var3 var0) A0 A1)
0.35234658200010927,(ite (>= var3 var0) A0 A0)
0.3540612399999645,(ite (>= var3 var2) A1 A1)
0.35578367399989475,(ite (>= var3 var2) A1 A0)
0.3607586910000009,(ite (>= var3 var2) A0 A1)
0.3624922939998214,(ite (>= var3 var2) A0 A0)
0.36419445199999245,(ite (>= var3 var1) A1 A1)
0.3659221410000555,(ite (>= var3 var1) A1 A0)
0.37087004700015314,(ite (>= var3 var1) A0 A1)
0.37263652100045874,(ite (>= var3 var1) A0 A0)
0.37430189700035044,(ite (>= var3 var3) A1 A1)
0.37607470700049817,(ite (>= var3 var3) A1 A0)
0.37781080500053577,(ite (>= var3 var3) A0 A1)
0.38149799900065773,(ite (>= var3 var3) A0 A0)
0.38320489400052793,(ite (>= (- var0) var0) A1 A1)
0.3850338460003968,(ite (>= (- var0) var0) A1 A0)
0.3892644210004619,(ite (>= (- var0) var0) A0 A1)
0.3909816670004602,(ite (>= (- var0) var0) A0 A0)
0.39271648600038134,(ite (>= (- var0) var2) A1 A1)
0.39450176600053055,(ite (>= (- var0) var2) A1 A0)
0.3962623600007191,(ite (>= (- var0) var2) A0 A1)
0.3988736960004644,(ite (>= (- var0) var2) A0 A0)
0.4006088690005072,(ite (>= (- var0) var1) A1 A1)
0.40239196000038646,(ite (>= (- var0) var1) A1 A0)
0.407785441000442,(ite (>= (- var0) var1) A0 A1)
0.40951180000047316,(ite (>= (- var0) var1) A0 A0)
0.4112699620004605,(ite (>= (- var0) var3) A1 A1)
0.41304047800031185,(ite (>= (- var0) var3) A1 A0)
0.41485282100052245,(ite (>= (- var0) var3) A0 A1)
0.42122832100039886,(ite (>= (- var0) var3) A0 A0)
0.4229863260006823,(ite (>= (- var2) var0) A1 A1)
0.42477716000075816,(ite (>= (- var2) var0) A1 A0)
0.42653896900083055,(ite (>= (- var2) var0) A0 A1)
0.4291244310009006,(ite (>= (- var2) var0) A0 A0)
0.4308945660009158,(ite (>= (- var2) var2) A1 A1)
0.4326864280008067,(ite (>= (- var2) var2) A1 A0)
0.43444368800078337,(ite (>= (- var2) var2) A0 A1)
0.4378056890006974,(ite (>= (- var2) var2) A0 A0)
0.439543756000603,(ite (>= (- var2) var1) A1 A1)
0.4413597310008299,(ite (>= (- var2) var1) A1 A0)
0.4440521130009074,(ite (>= (- var2) var1) A0 A1)
0.44587387200090234,(ite (>= (- var2) var1) A0 A0)
0.4475984780010549,(ite (>= (- var2) var3) A1 A1)
0.44951058200103944,(ite (>= (- var2) var3) A1 A0)
0.4513165220009796,(ite (>= (- var2) var3) A0 A1)
2.457412369001304,(ite (>= (- var3) var2) A0 A1)
2.4587027950015,(ite (>= (- var3) var2) A0 A0)
2.460542756001587,(ite (>= (- var3) var1) A1 A1)
2.462340455001595,(ite (>= (- var3) var1) A1 A0)
2.4641805650014703,(ite (>= (- var3) var1) A0 A1)
2.4727032010014227,(ite (>= (- var3) var1) A0 A0)
2.4744406780012014,(ite (>= (- var3) var3) A1 A1)
2.47627311400106,(ite (>= (- var3) var3) A1 A0)
2.4780586600008974,(ite (>= (- var3) var3) A0 A1)
2.499766490001093,(ite (>= (- var3) var3) A0 A0)
