time,program
0.20884232800108293,A0
0.21066854000127933,A1
0.21217547500145884,(ite (>= var2 var0) A1 A1)
0.21389609100151574,(ite (>= var2 var0) A1 A0)
0.21803186400120467,(ite (>= var2 var0) A0 A1)
0.219699216000663,(ite (>= var2 var0) A0 A0)
0.2215167719996316,(ite (>= var2 var2) A1 A1)
0.22319406799942954,(ite (>= var2 var2) A1 A0)
0.22488386599889054,(ite (>= var2 var2) A0 A1)
0.22669720999874698,(ite (>= var2 var2) A0 A0)
0.2285196189995986,(ite (>= var2 var1) A1 A1)
0.2301672370003871,(ite (>= var2 var1) A1 A0)
0.23493479199987632,(ite (>= var2 var1) A0 A1)
0.23663698400014255,(ite (>= var2 var1) A0 A0)
0.23844235600063257,(ite (>= var2 var3) A1 A1)
0.24017056000047887,(ite (>= var2 var3) A1 A0)
0.24195799300105136,(ite (>= var2 var3) A0 A1)
0.24645879300078377,(ite (>= var2 var3) A0 A0)
0.24827487700076745,(ite (>= var0 var0) A1 A1)
0.24993878900113486,(ite (>= var0 var0) A1 A0)
0.2516207420012506,(ite (>= var0 var0) A0 A1)
0.2533928190014194,(ite (>= var0 var0) A0 A0)
0.2552058750015931,(ite (>= var0 var2) A1 A1)
0.2568524310017892,(ite (>= var0 var2) A1 A0)
0.25850244700177427,(ite (>= var0 var2) A0 A1)
0.26259232200118277,(ite (>= var0 var2) A0 A0)
0.26440582500072196,(ite (>= var0 var1) A1 A1)
0.26606648200049676,(ite (>= var0 var1) A1 A0)
0.27063710000038554,(ite (>= var0 var1) A0 A1)
0.2722970240001814,(ite (>= var0 var1) A0 A0)
0.27407371700064687,(ite (>= var0 var3) A1 A1)
0.2757542050012489,(ite (>= var0 var3) A1 A0)
0.27753200700135494,(ite (>= var0 var3) A0 A1)
0.2825067070016303,(ite (>= var0 var3) A0 A0)
0.28427755500160856,(ite (>= var1 var0) A1 A1)
0.28593391200138285,(ite (>= var1 var0) A1 A0)
0.2875788890023614,(ite (>= var1 var0) A0 A1)
0.2921069180019913,(ite (>= var1 var0) A0 A0)
0.293917356001657,(ite (>= var1 var2) A1 A1)
0.2955712870016214,(ite (>= var1 var2) A1 A0)
0.2972235830011414,(ite (>= var1 var2) A0 A1)
0.30203177200110076,(ite (>= var1 var2) A0 A0)
0.30381836400101747,(ite (>= var1 var1) A1 A1)
0.30550860200128227,(ite (>= var1 var1) A1 A0)
0.3071651700010989,(ite (>= var1 var1) A0 A1)
0.3089419780008029,(ite (>= var1 var1) A0 A0)
0.31081774399990536,(ite (>= var1 var3) A1 A1)
0.31247316999997565,(ite (>= var1 var3) A1 A0)
0.3141494670007887,(ite (>= var1 var3) A0 A1)
0.31937145800020517,(ite (>= var1 var3) A0 A0)
0.32116896499974246,(ite (>= var3 var0) A1 A1)
0.3228812489996926,(ite (>= var3 var0) A1 A0)
0.32783749400005036,(ite (>= var3 var0) A0 A1)
0.32961903999967035,(ite (>= var3 var0) A0 A0)
0.33145909999893775,(ite (>= var3 var2) A1 A1)
0.3331482469984621,(ite (>= var3 var2) A1 A0)
0.3375697749979736,(ite (>= var3 var2) A0 A1)
0.3393881739984863,(ite (>= var3 var2) A0 A0)
0.34117663099823403,(ite (>= var3 var1) A1 A1)
0.3428733979990284,(ite (>= var3 var1) A1 A0)
0.34796880899921234,(ite (>= var3 var1) A0 A1)
0.34966141400036577,(ite (>= var3 var1) A0 A0)
0.3514396950004084,(ite (>= var3 var3) A1 A1)
0.3530971580003097,(ite (>= var3 var3) A1 A0)
0.35478289899947413,(ite (>= var3 var3) A0 A1)
0.35713949799901457,(ite (>= var3 var3) A0 A0)
0.3589349609992496,(ite (not (>= var2 var0)) A1 A1)
0.3606529329990735,(ite (not (>= var2 var0)) A1 A0)
0.36238596299972414,(ite (not (>= var2 var0)) A0 A1)
0.36681928599955427,(ite (not (>= var2 var0)) A0 A0)
0.3686940739999045,(ite (not (>= var2 var2)) A1 A1)
0.3704029199998331,(ite (not (>= var2 var2)) A1 A0)
0.37223928699950193,(ite (not (>= var2 var2)) A0 A1)
0.3739785509997091,(ite (not (>= var2 var2)) A0 A0)
0.37581040599889093,(ite (not (>= var2 var1)) A1 A1)
