time,program
2.242347464999966,(ite (>= var2 var1) A1 A0)
2.2434540190001826,(ite (>= var2 var2) A0 A0)
2.245211303000133,(ite (>= var0 var1) A0 A0)
2.247049018000098,(ite (>= var1 var2) A0 A0)
2.2487975299998197,(ite (>= var3 (* (* var1 var2) (- (+ (sign var1) (sign var3))))) A1 A1)
2.250958891999744,(ite (>= var1 var2) A1 A0)
2.252790260999518,(ite (>= var3 var1) A1 A0)
2.2602296859993203,(ite (not (>= (+ (sign var3) var3) (+ (- (sign var3)) var3))) A1 A1)
2.2624023719993147,(ite (not (>= (+ (sign var1) var0) (+ (- (sign var3)) var3))) A1 A1)
2.2656365549989914,(ite (>= var2 (* (* var1 var2) (- (+ (sign var1) (sign var3))))) A1 A1)
2.267843088998916,(ite (and (>= (+ var2 var3) var3) (>= var0 var3)) A0 A0)
2.2698687749989404,(ite (and (>= (+ var1 var1) var2) (>= var0 var3)) A0 A0)
2.2718942069989225,(ite (>= (* (* var1 var1) var0) var0) A0 A1)
2.2738593769986437,(ite (and (>= (+ var1 var2) var1) (>= var0 var3)) A0 A0)
2.2759252379985355,(ite (and (>= (+ var2 var2) var3) (>= var0 var3)) A0 A0)
2.2779949469986605,(ite (>= (* (sign var2) (+ (+ (- var1) var0) var2)) var2) A1 A1)
2.280102821998753,(ite (>= (* (sign var1) (+ (+ (- var1) var2) var0)) var2) A1 A1)
2.2822154729990416,(ite (>= (* (sign var3) (+ (+ (- var0) var2) var0)) var2) A1 A1)
2.2843229309989965,(ite (>= (* (sign var1) (+ (+ (- var3) var0) var2)) var2) A1 A1)
2.287550387998863,(ite (>= (* (sign var2) (+ (+ (- var0) var2) var0)) var2) A1 A1)
2.2896822869990956,(ite (>= (+ (* (+ var0 var0) var0) var3) (sign var3)) A1 A0)
2.292003878998912,(ite (>= (+ (+ (+ var3 var1) var1) var3) (sign var2)) A1 A0)
2.2942498269987937,(ite (>= (+ (* (+ var1 var1) var1) var3) (sign var3)) A1 A0)
2.296311772998706,(ite (>= (+ (+ (* var2 var0) var0) var1) (sign var1)) A1 A0)
2.3008941619987127,(ite (>= (+ (* (+ var3 var2) var0) var3) (sign var3)) A1 A0)
2.303307261998725,(ite (>= (+ (* (+ var2 var3) var0) var3) (sign var3)) A1 A0)
2.305731400998866,(ite (>= (+ (* (+ var0 var2) var0) var3) (sign var3)) A1 A0)
